lr-AdamW/pg1,valid_loss1,lr-AdamW/pg6,lr-AdamW/pg2,lr-AdamW/pg5,lr-AdamW/pg3,epoch,step,valid_loss2,valid_loss,lr-AdamW/pg4,train_loss2,grad_stats.last_layer,grad_stats.min,train_loss1,grad_stats.max,grad_stats.first_layer,train_loss
,0.13968634605407715,,,,,15,287,0.9980903267860413,1.1377767324447632,,,,,,,,
,,,,,,15,287,,,,0.9970444440841675,0.04287304729223251,0.014602678827941418,0.11934296786785126,0.10911081731319427,0.04374440386891365,1.1163873672485352
0.0003365807115174094,,0.0003365807115174094,0.0003365807115174094,0.0003365807115174094,0.0003365807115174094,,288,,,0.0003365807115174094,,,,,,,
,0.13111639022827148,,,,,16,305,0.9960803985595703,1.1271967887878418,,,,,,,,
,,,,,,16,305,,,,0.9960928559303284,0.047510430216789246,0.01606658101081848,0.10838039964437485,0.11464917659759521,0.045005280524492264,1.1044732332229614
0.00034604509003465536,,0.00034604509003465536,0.00034604509003465536,0.00034604509003465536,0.00034604509003465536,,306,,,0.00034604509003465536,,,,,,,
,0.16336463391780853,,,,,17,323,0.9974283576011658,1.1607929468154907,,,,,,,,
,,,,,,17,323,,,,0.9967851638793945,0.04296577349305153,0.015522312372922897,0.12759548425674438,0.11591197550296783,0.04554025083780289,1.1243810653686523
0.00035568848185872805,,0.00035568848185872805,0.00035568848185872805,0.00035568848185872805,0.00035568848185872805,,324,,,0.00035568848185872805,,,,,,,
,0.12409356236457825,,,,,18,341,0.9941795468330383,1.1182730197906494,,,,,,,,
,,,,,,18,341,,,,0.9968569874763489,0.041879650205373764,0.011775415390729904,0.10723104327917099,0.11408434808254242,0.039314717054367065,1.1040878295898438
0.000365451266860899,,0.000365451266860899,0.000365451266860899,0.000365451266860899,0.000365451266860899,,342,,,0.000365451266860899,,,,,,,
,0.07519644498825073,,,,,19,359,0.9976732134819031,1.0728697776794434,,,,,,,,
,,,,,,19,359,,,,0.995232880115509,0.04394570738077164,0.012809432111680508,0.11943798512220383,0.10861779749393463,0.04282960668206215,1.114670991897583
0.00037527308676586475,,0.00037527308676586475,0.00037527308676586475,0.00037527308676586475,0.00037527308676586475,,360,,,0.00037527308676586475,,,,,,,
,0.09906772524118423,,,,,20,377,0.994641125202179,1.093708872795105,,,,,,,,
,,,,,,20,377,,,,0.9964938759803772,0.038099370896816254,0.013151855207979679,0.09351731091737747,0.0975622609257698,0.034942831844091415,1.0900113582611084
0.00038509321831589974,,0.00038509321831589974,0.00038509321831589974,0.00038509321831589974,0.00038509321831589974,,378,,,0.00038509321831589974,,,,,,,
,0.05664920061826706,,,,,21,395,0.9873113036155701,1.043960452079773,,,,,,,,
,,,,,,21,395,,,,0.9952777028083801,0.04177947714924812,0.01581599935889244,0.10950647294521332,0.10010510683059692,0.041058458387851715,1.1047842502593994
0.00039485094869150825,,0.00039485094869150825,0.00039485094869150825,0.00039485094869150825,0.00039485094869150825,,396,,,0.00039485094869150825,,,,,,,
,0.08145765215158463,,,,,22,413,0.9921516180038452,1.0736092329025269,,,,,,,,
,,,,,,22,413,,,,0.9957633018493652,0.04790320247411728,0.014819781295955181,0.11475597321987152,0.12780293822288513,0.04282388091087341,1.1105194091796875
0.00040448595086754134,,0.00040448595086754134,0.00040448595086754134,0.00040448595086754134,0.00040448595086754134,,414,,,0.00040448595086754134,,,,,,,
,0.11200103163719177,,,,,23,431,0.9956757426261902,1.1076767444610596,,,,,,,,
,,,,,,23,431,,,,0.9909788370132446,0.070090651512146,0.02056748792529106,0.09597846120595932,0.1821664273738861,0.06818314641714096,1.0869572162628174
0.00041393865658414684,,0.00041393865658414684,0.00041393865658414684,0.00041393865658414684,0.00041393865658414684,,432,,,0.00041393865658414684,,,,,,,
,0.05937442183494568,,,,,24,449,0.9806333184242249,1.0400077104568481,,,,,,,,
,,,,,,24,449,,,,0.9885797500610352,0.07251666486263275,0.02194269374012947,0.08539937436580658,0.182870015501976,0.06797249615192413,1.0739790201187134
0.0004231506246266632,,0.0004231506246266632,0.0004231506246266632,0.0004231506246266632,0.0004231506246266632,,450,,,0.0004231506246266632,,,,,,,
,0.07650472223758698,,,,,25,467,0.9949707984924316,1.0714755058288574,,,,,,,,
,,,,,,25,467,,,,0.9909143447875977,0.08993403613567352,0.02970624528825283,0.08640670031309128,0.20433519780635834,0.09078899025917053,1.077321171760559
0.0004320649021375735,,0.0004320649021375735,0.0004320649021375735,0.0004320649021375735,0.0004320649021375735,,468,,,0.0004320649021375735,,,,,,,
,0.0994323268532753,,,,,26,485,0.9931637644767761,1.092596173286438,,,,,,,,
,,,,,,26,485,,,,0.9915122985839844,0.057597383856773376,0.018833769485354424,0.09826679527759552,0.13301537930965424,0.052088163793087006,1.0897789001464844
0.0004406263767267128,,0.0004406263767267128,0.0004406263767267128,0.0004406263767267128,0.0004406263767267128,,486,,,0.0004406263767267128,,,,,,,
,0.05701141431927681,,,,,27,503,0.9843843579292297,1.041395664215088,,,,,,,,
,,,,,,27,503,,,,0.9938662052154541,0.04140487313270569,0.012059489265084267,0.09246145933866501,0.10539977252483368,0.040556684136390686,1.0863275527954102
0.00044878211720281354,,0.00044878211720281354,0.00044878211720281354,0.00044878211720281354,0.00044878211720281354,,504,,,0.00044878211720281354,,,,,,,
,0.08334637433290482,,,,,28,521,0.9733526110649109,1.0566990375518799,,,,,,,,
,,,,,,28,521,,,,0.9889158010482788,0.052183400839567184,0.01871482841670513,0.08173764497041702,0.1178673505783081,0.04856712743639946,1.0706535577774048
0.0004564817008198199,,0.0004564817008198199,0.0004564817008198199,0.0004564817008198199,0.0004564817008198199,,522,,,0.0004564817008198199,,,,,,,
,0.11964860558509827,,,,,29,539,0.9978897571563721,1.117538332939148,,,,,,,,
,,,,,,29,539,,,,0.9817885160446167,0.05301075428724289,0.019420621916651726,0.09072323888540268,0.12146952003240585,0.04608868062496185,1.0725117921829224
0.00046367752501477743,,0.00046367752501477743,0.00046367752501477743,0.00046367752501477743,0.00046367752501477743,,540,,,0.00046367752501477743,,,,,,,
,0.08424315601587296,,,,,30,557,0.9889939427375793,1.0732370615005493,,,,,,,,
,,,,,,30,557,,,,0.977973997592926,0.08985216170549393,0.028797239065170288,0.06966375559568405,0.21309255063533783,0.08706340193748474,1.047637701034546
0.00047032510170998094,,0.00047032510170998094,0.00047032510170998094,0.00047032510170998094,0.00047032510170998094,,558,,,0.00047032510170998094,,,,,,,
,0.09644997864961624,,,,,31,575,0.9842342138290405,1.0806841850280762,,,,,,,,
,,,,,,31,575,,,,0.9861194491386414,0.04260098189115524,0.013468701392412186,0.08091863244771957,0.09474112838506699,0.03535366803407669,1.0670381784439087
0.0004763833323598637,,0.0004763833323598637,0.0004763833323598637,0.0004763833323598637,0.0004763833323598637,,576,,,0.0004763833323598637,,,,,,,
,0.08771784603595734,,,,,32,593,0.9518613815307617,1.0395792722702026,,,,,,,,
,,,,,,32,593,,,,0.984703540802002,0.061433471739292145,0.02303813397884369,0.07414858043193817,0.12044284492731094,0.05237101390957832,1.058852195739746
0.00048181476204215345,,0.00048181476204215345,0.00048181476204215345,0.00048181476204215345,0.00048181476204215345,,594,,,0.00048181476204215345,,,,,,,
,0.13110655546188354,,,,,33,611,1.0025920867919922,1.1336987018585205,,,,,,,,
,,,,,,33,611,,,,0.9821984767913818,0.04333203285932541,0.015136071480810642,0.07745788246393204,0.09708680212497711,0.039943113923072815,1.0596563816070557
0.0004865858110223806,,0.0004865858110223806,0.0004865858110223806,0.0004865858110223806,0.0004865858110223806,,612,,,0.0004865858110223806,,,,,,,
,0.11117807775735855,,,,,34,629,0.9715589284896851,1.0827369689941406,,,,,,,,
,,,,,,34,629,,,,0.9833905696868896,0.05540115758776665,0.01758718118071556,0.0706622377038002,0.12033139169216156,0.05026830732822418,1.054052710533142
0.0004906669823600952,,0.0004906669823600952,0.0004906669823600952,0.0004906669823600952,0.0004906669823600952,,630,,,0.0004906669823600952,,,,,,,
,0.095702163875103,,,,,35,647,0.9949871301651001,1.0906893014907837,,,,,,,,
,,,,,,35,647,,,,0.9773276448249817,0.05511495843529701,0.01724194921553135,0.08197648823261261,0.11939144879579544,0.044628094881772995,1.0593039989471436
0.0004940330442732691,,0.0004940330442732691,0.0004940330442732691,0.0004940330442732691,0.0004940330442732691,,648,,,0.0004940330442732691,,,,,,,
,0.07273976504802704,,,,,36,665,0.9894567131996155,1.0621966123580933,,,,,,,,
,,,,,,36,665,,,,0.9869222640991211,0.05324893072247505,0.017663393169641495,0.09949929267168045,0.11000561714172363,0.04420960322022438,1.0864214897155762
0.000496663186133419,,0.000496663186133419,0.000496663186133419,0.000496663186133419,0.000496663186133419,,666,,,0.000496663186133419,,,,,,,
,0.08133324980735779,,,,,37,683,0.9820874333381653,1.0634206533432007,,,,,,,,
,,,,,,37,683,,,,0.9907084107398987,0.04548802226781845,0.014926093630492687,0.07933294028043747,0.09554458409547806,0.039047155529260635,1.070041298866272
0.0004985411471270118,,0.0004985411471270118,0.0004985411471270118,0.0004985411471270118,0.0004985411471270118,,684,,,0.0004985411471270118,,,,,,,
,0.038728438317775726,,,,,38,701,0.9902075529098511,1.0289361476898193,,,,,,,,
,,,,,,38,701,,,,0.9769509434700012,0.044776562601327896,0.014831211417913437,0.07275549322366714,0.10411491990089417,0.03640660643577576,1.0497063398361206
0.0004996553167877066,,0.0004996553167877066,0.0004996553167877066,0.0004996553167877066,0.0004996553167877066,,702,,,0.0004996553167877066,,,,,,,
,0.08271830528974533,,,,,39,719,0.9957140684127808,1.078432321548462,,,,,,,,
,,,,,,39,719,,,,0.9829448461532593,0.05361418053507805,0.019862376153469086,0.06667713075876236,0.10948441922664642,0.04287947714328766,1.0496219396591187
0.0004999998605572252,,0.0004999998605572252,0.0004999998605572252,0.0004999998605572252,0.0004999998605572252,,720,,,0.0004999998605572252,,,,,,,
,0.04490886628627777,,,,,40,737,0.9751742482185364,1.0200830698013306,,,,,,,,
,,,,,,40,737,,,,0.9710878133773804,0.050551287829875946,0.018907299265265465,0.06030578538775444,0.11524581909179688,0.04490813985466957,1.0313936471939087
0.0004999496629552452,,0.0004999496629552452,0.0004999496629552452,0.0004999496629552452,0.0004999496629552452,,738,,,0.0004999496629552452,,,,,,,
,0.11436348408460617,,,,,41,755,0.9928230047225952,1.1071865558624268,,,,,,,,
,,,,,,41,755,,,,0.9584241509437561,0.05882606282830238,0.015475275926291943,0.06286345422267914,0.13714173436164856,0.05641234666109085,1.0212876796722412
0.0004998091287351222,,0.0004998091287351222,0.0004998091287351222,0.0004998091287351222,0.0004998091287351222,,756,,,0.0004998091287351222,,,,,,,
,0.05019622668623924,,,,,42,773,0.9915907979011536,1.041787028312683,,,,,,,,
,,,,,,42,773,,,,0.979763925075531,0.04311339929699898,0.01134637650102377,0.08078768849372864,0.09881868213415146,0.037470024079084396,1.060551643371582
0.000499578312075473,,0.000499578312075473,0.000499578312075473,0.000499578312075473,0.000499578312075473,,774,,,0.000499578312075473,,,,,,,
,0.09618573635816574,,,,,43,791,0.9651196002960205,1.061305284500122,,,,,,,,
,,,,,,43,791,,,,0.9682349562644958,0.052224595099687576,0.014558997936546803,0.08122456818819046,0.10414715856313705,0.03838849067687988,1.0494595766067505
0.0004992573019605138,,0.0004992573019605138,0.0004992573019605138,0.0004992573019605138,0.0004992573019605138,,792,,,0.0004992573019605138,,,,,,,
,0.06301980465650558,,,,,44,809,0.9924505949020386,1.05547034740448,,,,,,,,
,,,,,,44,809,,,,0.9671351313591003,0.04756812006235123,0.01620371639728546,0.08261434733867645,0.11536123603582382,0.044929713010787964,1.0497496128082275
0.0004988462221457546,,0.0004988462221457546,0.0004988462221457546,0.0004988462221457546,0.0004988462221457546,,810,,,0.0004988462221457546,,,,,,,
,0.06083639711141586,,,,,45,827,0.956807017326355,1.0176434516906738,,,,,,,,
,,,,,,45,827,,,,0.9688263535499573,0.04132126271724701,0.014441312290728092,0.06321679055690765,0.10217061638832092,0.03926636278629303,1.0320430994033813
0.0004983452311102894,,0.0004983452311102894,0.0004983452311102894,0.0004983452311102894,0.0004983452311102894,,828,,,0.0004983452311102894,,,,,,,
,0.07796135544776917,,,,,46,845,0.9863726496696472,1.0643340349197388,,,,,,,,
,,,,,,46,845,,,,0.9795082211494446,0.056569866836071014,0.01972159370779991,0.06407385319471359,0.13576845824718475,0.05251693353056908,1.0435820817947388
0.0004977545219956989,,0.0004977545219956989,0.0004977545219956989,0.0004977545219956989,0.0004977545219956989,,846,,,0.0004977545219956989,,,,,,,
,0.10393348336219788,,,,,47,863,0.9894580841064453,1.0933916568756104,,,,,,,,
,,,,,,47,863,,,,0.9610714912414551,0.05118929594755173,0.018290355801582336,0.0790620967745781,0.12555597722530365,0.0482366643846035,1.0401335954666138
0.0004970743225315917,,0.0004970743225315917,0.0004970743225315917,0.0004970743225315917,0.0004970743225315917,,864,,,0.0004970743225315917,,,,,,,
,0.08941657841205597,,,,,48,881,0.9781467318534851,1.0675632953643799,,,,,,,,
,,,,,,48,881,,,,0.9788862466812134,0.055573876947164536,0.018674179911613464,0.08671591430902481,0.12431773543357849,0.0508500300347805,1.0656023025512695
0.0004963048949478094,,0.0004963048949478094,0.0004963048949478094,0.0004963048949478094,0.0004963048949478094,,882,,,0.0004963048949478094,,,,,,,
,0.0699576586484909,,,,,49,899,0.968809962272644,1.0387675762176514,,,,,,,,
,,,,,,49,899,,,,0.9739134907722473,0.053631290793418884,0.018550343811511993,0.0793457180261612,0.13246825337409973,0.06069431081414223,1.0532593727111816
0.0004954465358733319,,0.0004954465358733319,0.0004954465358733319,0.0004954465358733319,0.0004954465358733319,,900,,,0.0004954465358733319,,,,,,,
,0.03550412505865097,,,,,50,917,0.9435091018676758,0.9790132641792297,,,,,,,,
,,,,,,50,917,,,,0.9732008576393127,0.04121319204568863,0.01290726289153099,0.07155328243970871,0.09189046919345856,0.039048925042152405,1.044754147529602
0.0004944995762219224,,0.0004944995762219224,0.0004944995762219224,0.0004944995762219224,0.0004944995762219224,,918,,,0.0004944995762219224,,,,,,,
