lr-AdamW/pg1,lr-AdamW/pg6,valid_loss,epoch,lr-AdamW/pg4,step,lr-AdamW/pg2,valid_loss2,valid_loss1,lr-AdamW/pg3,lr-AdamW/pg5,train_loss,train_loss1,grad_stats.min,train_loss2,grad_stats.first_layer,grad_stats.last_layer,grad_stats.max
0.00025,0.00025,,,0.00025,0,0.00025,,,0.00025,0.00025,,,,,,,
,,1.1470483541488647,0,,50,,0.9534316062927246,0.19361668825149536,,,,,,,,,
,,,0,,50,,,,,,1.4317994117736816,0.459973007440567,0.002169775776565075,0.9718263149261475,0.00524476170539856,0.003130792174488306,0.06252409517765045
0.0002503857111445001,0.0002503857111445001,,,0.0002503857111445001,51,0.0002503857111445001,,,0.0002503857111445001,0.0002503857111445001,,,,,,,
